Field Type,ID,Field Name,Original Text,Translated Text
DictKey_ActionRadioText_,981,DictKey_ActionRadioText_981,Request Taxi,请求滑行
DictKey_ActionRadioText_,982,DictKey_ActionRadioText_982,Request Takeoff,请求起飞
DictKey_ActionRadioText_,986,DictKey_ActionRadioText_986,Request Takeoff,请求起飞
DictKey_ActionRadioText_,993,DictKey_ActionRadioText_993,Request Startup,请求启动
DictKey_ActionRadioText_,994,DictKey_ActionRadioText_994,Request Taxi,请求滑行
DictKey_ActionRadioText_,995,DictKey_ActionRadioText_995,Request Takeoff,请求起飞
DictKey_ActionRadioText_,1102,DictKey_ActionRadioText_1102,complete,完成
DictKey_ActionRadioText_,1103,DictKey_ActionRadioText_1103,flag 141 on,标志141开启
DictKey_ActionRadioText_,1104,DictKey_ActionRadioText_1104,flag 141 off,标志141关闭
DictKey_ActionRadioText_,1110,DictKey_ActionRadioText_1110,Request Landing,请求着陆
DictKey_ActionRadioText_,1111,DictKey_ActionRadioText_1111,,
DictKey_ActionRadioText_,1112,DictKey_ActionRadioText_1112,Request Landing,请求着陆
DictKey_ActionRadioText_,1114,DictKey_ActionRadioText_1114,Request Landing,请求着陆
DictKey_ActionRadioText_,1115,DictKey_ActionRadioText_1115,Request Landing,请求着陆
DictKey_ActionRadioText_,1566,DictKey_ActionRadioText_1566,Read you Loud and Clear,收到，信号清晰。
DictKey_ActionRadioText_,1567,DictKey_ActionRadioText_1567,Read you Loud and Clear,收到，信号清晰。
DictKey_ActionRadioText_,1568,DictKey_ActionRadioText_1568,,
DictKey_ActionRadioText_,1571,DictKey_ActionRadioText_1571,Read you Loud and Clear,收到，信号清晰。
DictKey_ActionRadioText_,1573,DictKey_ActionRadioText_1573,,
DictKey_ActionRadioText_,1577,DictKey_ActionRadioText_1577,Ready to taxi,准备滑行
DictKey_ActionRadioText_,1584,DictKey_ActionRadioText_1584,,
DictKey_ActionRadioText_,1593,DictKey_ActionRadioText_1593,Ready to taxi,准备滑行
DictKey_ActionRadioText_,1594,DictKey_ActionRadioText_1594,,
DictKey_ActionRadioText_,1942,DictKey_ActionRadioText_1942,Contact Whiplash,联系Whiplash
DictKey_ActionRadioText_,1943,DictKey_ActionRadioText_1943,,
DictKey_ActionRadioText_,1944,DictKey_ActionRadioText_1944,Contact Whiplash,联系Whiplash
DictKey_ActionRadioText_,1955,DictKey_ActionRadioText_1955,,
DictKey_ActionRadioText_,2023,DictKey_ActionRadioText_2023,Attack Completed,攻击完成
DictKey_ActionRadioText_,2028,DictKey_ActionRadioText_2028,Attack Completed,攻击完成
DictKey_ActionRadioText_,2029,DictKey_ActionRadioText_2029,,
DictKey_ActionRadioText_,2086,DictKey_ActionRadioText_2086,,
DictKey_ActionRadioText_,2089,DictKey_ActionRadioText_2089,Contact Condor,联系Condor
DictKey_ActionRadioText_,2095,DictKey_ActionRadioText_2095,Contact Condor,联系Condor
DictKey_ActionRadioText_,2097,DictKey_ActionRadioText_2097,Contact Condor,联系Condor
DictKey_ActionRadioText_,2099,DictKey_ActionRadioText_2099,Contact Condor,联系Condor
DictKey_ActionRadioText_,2101,DictKey_ActionRadioText_2101,,
DictKey_ActionRadioText_,2102,DictKey_ActionRadioText_2102,"No, I already have visual on the target.",不，我已经目视目标。
DictKey_ActionRadioText_,2104,DictKey_ActionRadioText_2104,"Yes, I need a talk on to locate the target.",是的，我需要引导以定位目标。
DictKey_ActionRadioText_,2108,DictKey_ActionRadioText_2108,,
DictKey_ActionRadioText_,2110,DictKey_ActionRadioText_2110,,
DictKey_ActionRadioText_,2113,DictKey_ActionRadioText_2113,"Yes, I need a talk on to locate the target.",是的，我需要引导以定位目标。
DictKey_ActionRadioText_,2114,DictKey_ActionRadioText_2114,"No, I already have visual on the target.",不，我已经目视目标。
DictKey_ActionRadioText_,2116,DictKey_ActionRadioText_2116,,
DictKey_ActionRadioText_,2118,DictKey_ActionRadioText_2118,,
DictKey_ActionRadioText_,2160,DictKey_ActionRadioText_2160,Contact Whiplash,联系Whiplash
DictKey_ActionRadioText_,2162,DictKey_ActionRadioText_2162,,
DictKey_ActionRadioText_,2163,DictKey_ActionRadioText_2163,Contact Whiplash,联系Whiplash
DictKey_ActionRadioText_,2169,DictKey_ActionRadioText_2169,,
DictKey_ActionRadioText_,2175,DictKey_ActionRadioText_2175,Contact Overlord,联系Overlord
DictKey_ActionRadioText_,2177,DictKey_ActionRadioText_2177,,
DictKey_ActionRadioText_,2179,DictKey_ActionRadioText_2179,Contact Overlord,联系Overlord
DictKey_ActionRadioText_,2180,DictKey_ActionRadioText_2180,Contact Overlord,联系Overlord
DictKey_ActionRadioText_,2308,DictKey_ActionRadioText_2308,,
DictKey_ActionRadioText_,2309,DictKey_ActionRadioText_2309,,
DictKey_ActionRadioText_,2310,DictKey_ActionRadioText_2310,,
DictKey_ActionRadioText_,2311,DictKey_ActionRadioText_2311,,
DictKey_ActionRadioText_,2312,DictKey_ActionRadioText_2312,,
DictKey_ActionRadioText_,2313,DictKey_ActionRadioText_2313,,
DictKey_ActionRadioText_,2314,DictKey_ActionRadioText_2314,,
DictKey_ActionRadioText_,2315,DictKey_ActionRadioText_2315,,
DictKey_ActionRadioText_,2348,DictKey_ActionRadioText_2348,Abort Attack,中止攻击
DictKey_ActionRadioText_,2349,DictKey_ActionRadioText_2349,,
DictKey_ActionRadioText_,2350,DictKey_ActionRadioText_2350,Abort Attack,中止攻击
DictKey_ActionRadioText_,2351,DictKey_ActionRadioText_2351,,
DictKey_ActionRadioText_,2380,DictKey_ActionRadioText_2380,Fuel levels look OK.,油量正常。
DictKey_ActionRadioText_,2381,DictKey_ActionRadioText_2381,Fuel levels look a little low.,油量有点低。
DictKey_ActionRadioText_,2384,DictKey_ActionRadioText_2384,,
DictKey_ActionRadioText_,2385,DictKey_ActionRadioText_2385,,
DictKey_ActionRadioText_,2386,DictKey_ActionRadioText_2386,Fuel levels look OK.,油量正常。
DictKey_ActionRadioText_,2387,DictKey_ActionRadioText_2387,Fuel levels look a little low.,油量有点低。
DictKey_ActionRadioText_,2389,DictKey_ActionRadioText_2389,,
DictKey_ActionRadioText_,2390,DictKey_ActionRadioText_2390,,
DictKey_ActionRadioText_,2392,DictKey_ActionRadioText_2392,Fuel levels look OK.,油量正常。
DictKey_ActionRadioText_,2393,DictKey_ActionRadioText_2393,Fuel levels look a little low.,油量有点低。
DictKey_ActionRadioText_,2405,DictKey_ActionRadioText_2405,Request Landing,请求着陆
DictKey_ActionRadioText_,2406,DictKey_ActionRadioText_2406,Request Landing,请求着陆
DictKey_ActionRadioText_,2407,DictKey_ActionRadioText_2407,Request Landing,请求着陆
DictKey_ActionRadioText_,2408,DictKey_ActionRadioText_2408,Request Landing,请求着陆
DictKey_ActionRadioText_,2493,DictKey_ActionRadioText_2493,Attack Completed,攻击完成
DictKey_ActionRadioText_,2496,DictKey_ActionRadioText_2496,,
DictKey_ActionRadioText_,2499,DictKey_ActionRadioText_2499,Attack Completed,攻击完成
DictKey_ActionRadioText_,2500,DictKey_ActionRadioText_2500,Kill Tor,击毁Tor
DictKey_ActionRadioText_,2501,DictKey_ActionRadioText_2501,Kill Mig1,击毁Mig1
DictKey_ActionRadioText_,2502,DictKey_ActionRadioText_2502,Kill Mig2,击毁Mig2
DictKey_ActionRadioText_,2503,DictKey_ActionRadioText_2503,test bomb,测试炸弹
DictKey_ActionRadioText_,2637,DictKey_ActionRadioText_2637,Abort Attack,中止攻击
DictKey_ActionRadioText_,2643,DictKey_ActionRadioText_2643,Contact Whiplash,联系Whiplash
DictKey_ActionRadioText_,2679,DictKey_ActionRadioText_2679,Ask about threats in the AO,询问作战区域内的威胁情况
DictKey_ActionRadioText_,2681,DictKey_ActionRadioText_2681,,
DictKey_ActionRadioText_,2682,DictKey_ActionRadioText_2682,Ask about threats in the AO,询问作战区域内的威胁情况
DictKey_ActionRadioText_,2683,DictKey_ActionRadioText_2683,Ask about threats in the AO,询问作战区域内的威胁情况
DictKey_ActionRadioText_,2710,DictKey_ActionRadioText_2710,,
DictKey_ActionRadioText_,2717,DictKey_ActionRadioText_2717,,
DictKey_ActionRadioText_,2723,DictKey_ActionRadioText_2723,,
DictKey_ActionRadioText_,2775,DictKey_ActionRadioText_2775,Read you Loud and Clear,收到，信号清晰。
DictKey_ActionRadioText_,2797,DictKey_ActionRadioText_2797,Wing Close Formation,僚机紧密编队
DictKey_ActionRadioText_,2798,DictKey_ActionRadioText_2798,Wing Open Formation,僚机疏散编队
DictKey_ActionRadioText_,2799,DictKey_ActionRadioText_2799,Wing Trail Formation,僚机纵队编队
DictKey_ActionRadioText_,2800,DictKey_ActionRadioText_2800,Wing Hold Position,僚机保持位置
DictKey_ActionRadioText_,2801,DictKey_ActionRadioText_2801,Wing RTB,僚机返航（RTB）
DictKey_ActionRadioText_,2802,DictKey_ActionRadioText_2802,Attack SA-15,攻击SA-15
DictKey_ActionRadioText_,2803,DictKey_ActionRadioText_2803,Attack SA-15,攻击SA-15
DictKey_ActionRadioText_,2804,DictKey_ActionRadioText_2804,Attack Mig-21's,攻击Mig-21
DictKey_ActionRadioText_,2805,DictKey_ActionRadioText_2805,Attack Mig-21's,攻击Mig-21
DictKey_ActionRadioText_,2806,DictKey_ActionRadioText_2806,Attack EWR,攻击EWR
DictKey_ActionRadioText_,2807,DictKey_ActionRadioText_2807,Attack EWR,攻击EWR
DictKey_ActionRadioText_,2808,DictKey_ActionRadioText_2808,,
DictKey_ActionRadioText_,2809,DictKey_ActionRadioText_2809,,
DictKey_ActionRadioText_,2810,DictKey_ActionRadioText_2810,,
DictKey_ActionRadioText_,2811,DictKey_ActionRadioText_2811,Attack SA-15,攻击SA-15
DictKey_ActionRadioText_,2812,DictKey_ActionRadioText_2812,Attack Mig-21's,攻击Mig-21
DictKey_ActionRadioText_,2813,DictKey_ActionRadioText_2813,Attack EWR,攻击EWR
DictKey_ActionRadioText_,2814,DictKey_ActionRadioText_2814,,
DictKey_ActionRadioText_,2815,DictKey_ActionRadioText_2815,Attack EWR,攻击EWR
DictKey_ActionRadioText_,2816,DictKey_ActionRadioText_2816,,
DictKey_ActionRadioText_,2820,DictKey_ActionRadioText_2820,Attack SA-15,攻击SA-15
DictKey_ActionRadioText_,2821,DictKey_ActionRadioText_2821,,
DictKey_ActionRadioText_,2822,DictKey_ActionRadioText_2822,Request Landing,请求着陆
DictKey_ActionRadioText_,2825,DictKey_ActionRadioText_2825,Request Landing,请求着陆
DictKey_ActionText_,767,DictKey_ActionText_767,,
DictKey_ActionText_,989,DictKey_ActionText_989,You failed to obey the ATC commands.  The mission is failed.  Please exit and try again.,你未能遵守空中交通管制的指令。任务失败。请退出并重试。
DictKey_ActionText_,1061,DictKey_ActionText_1061,"Turn on the battery and APU and power up the radios asap.\
\
Make sure the UHF radio is set to 260 (channel 2).\
\
Do not start the engines without first obtaining clearance from the tower.\
\
\","打开电池和辅助动力装置（APU），并尽快启动无线电。  \
\
确保UHF无线电设置为260（频道2）。  \
\
在未获得塔台许可前，不要启动引擎。"
DictKey_ActionText_,1098,DictKey_ActionText_1098,"All radio commands should be made via the F10 menu, including control of your wingman once airborne, ATC and AWACS.\
\
Failure to follow ATC proceedures will result in mission failure.\
\
Please make sure radios are tuned correctly throughout the mission.\
\
\
\","所有无线电指令应通过F10菜单进行，包括在空中对僚机的控制、空中交通管制（ATC）和预警机（AWACS）。  \
\
未能遵循空中交通管制程序将导致任务失败。  \
\
请确保在整个任务中无线电设置正确。"
DictKey_ActionText_,1105,DictKey_ActionText_1105,You acheived the mission objective but as you failed to follow the ATC procedures the overall mission is a fail.,你达成了任务目标，但由于未能遵循空中交通管制程序，整体任务失败。
DictKey_ActionText_,1113,DictKey_ActionText_1113,You acheived the mission objective but as you failed to follow the ATC proceedures the overall mission is a fail.,你达成了任务目标，但由于未能遵循空中交通管制程序，整体任务失败。
DictKey_ActionText_,1117,DictKey_ActionText_1117,"You have committed an unauthorised release of ordinance.  This reckless act  can endanger the lives of those on the ground, the mission is failed.  Please exit and try again.\",你进行了未经授权的武器释放。这一鲁莽行为可能危及地面人员的生命，任务失败。请退出并重试。
DictKey_ActionText_,1569,DictKey_ActionText_1569,Reply to Gunman 1-1 using the F10 menu.,使用F10菜单回复Gunman 1-1。
DictKey_ActionText_,1575,DictKey_ActionText_1575,"Contact Gunman 1-1 on the F10 menu when ready to begin taxi.\
\",准备开始滑行时，通过F10菜单联系Gunman 1-1。
DictKey_ActionText_,1613,DictKey_ActionText_1613,"You now have commands for your wingman available through the F10 menu.\
\
Order them into formation with your aircraft now.","现在可以通过F10菜单对你的僚机下达指令。\
\
立即命令他们与您的飞机编队。"
DictKey_ActionText_,1615,DictKey_ActionText_1615,jkk,jkk
DictKey_ActionText_,1626,DictKey_ActionText_1626,,
DictKey_ActionText_,1627,DictKey_ActionText_1627,Press spacebar to confirm your flight is assembled and ready to proceed on mission.,按空格键确认你的编队已集结完毕并准备执行任务。
DictKey_ActionText_,1628,DictKey_ActionText_1628,jkk,jkk
DictKey_ActionText_,1629,DictKey_ActionText_1629,jkk,jkk
DictKey_ActionText_,1630,DictKey_ActionText_1630,jkk,jkk
DictKey_ActionText_,1631,DictKey_ActionText_1631,jkk,jkk
DictKey_ActionText_,1633,DictKey_ActionText_1633,,
DictKey_ActionText_,1634,DictKey_ActionText_1634,Press spacebar when your VHF AM radio is set to channel 2 (128.5).,当你的VHF AM无线电设置为频道2（128.5）时，按空格键。
DictKey_ActionText_,1636,DictKey_ActionText_1636,jkk,jkk
DictKey_ActionText_,1643,DictKey_ActionText_1643,jkk,jkk
DictKey_ActionText_,1644,DictKey_ActionText_1644,jkk,jkk
DictKey_ActionText_,1772,DictKey_ActionText_1772,TEST!!!!!!!!!!,测试！！！！！！
DictKey_ActionText_,1901,DictKey_ActionText_1901,Make sure your UHF radio is still set to monitor Gunman 1-1.,确保你的UHF无线电仍然设置为监听Gunman 1-1。
DictKey_ActionText_,1903,DictKey_ActionText_1903,,
DictKey_ActionText_,1905,DictKey_ActionText_1905,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1912,DictKey_ActionText_1912,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1913,DictKey_ActionText_1913,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1914,DictKey_ActionText_1914,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1939,DictKey_ActionText_1939,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1940,DictKey_ActionText_1940,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1941,DictKey_ActionText_1941,"Proceed on flight plan. \
\
Contact Whiplash via the F10 menu as you approach WP 6.","按照飞行计划继续前进。\
\
接近航路点6时，通过F10菜单联系Whiplash。"
DictKey_ActionText_,1956,DictKey_ActionText_1956,"Proceed with your attack.\
\
Once complete contact Whiplash.","进行攻击。\
\
完成后联系Whiplash。"
DictKey_ActionText_,2030,DictKey_ActionText_2030,,
DictKey_ActionText_,2031,DictKey_ActionText_2031,,
DictKey_ActionText_,2042,DictKey_ActionText_2042,"One of the SA-15s is still alive.\
\
Finish the Job!","其中一部SA-15仍然存活。\
\
继续完成你的任务！"
DictKey_ActionText_,2044,DictKey_ActionText_2044,"The SA-15 is not destroyed.\
\
Finish the Job!","SA-15尚未被摧毁。\
\
继续完成你的任务！"
DictKey_ActionText_,2047,DictKey_ActionText_2047,"You have not destroyed both Mig-21s.\
\
Finish the Job!","你尚未摧毁两架Mig-21。\
\
继续完成你的任务！"
DictKey_ActionText_,2051,DictKey_ActionText_2051,"Both the SA-15s are still alive.\
\
Finish the Job!","两部SA-15仍然存活。\
\
继续完成你的任务！"
DictKey_ActionText_,2084,DictKey_ActionText_2084,Contact Condor on VHF FM 30.7 (channel 5).,通过VHF FM 30.7（频道5）联系Condor。
DictKey_ActionText_,2087,DictKey_ActionText_2087,,
DictKey_ActionText_,2105,DictKey_ActionText_2105,Choose your response to Condor through the F10 menu.,通过F10菜单选择你对Condor的回复。
DictKey_ActionText_,2111,DictKey_ActionText_2111,,
DictKey_ActionText_,2125,DictKey_ActionText_2125,Press spacebar when you have located the eastern end of the runway.,当你找到跑道东端时，按空格键。
DictKey_ActionText_,2127,DictKey_ActionText_2127,,
DictKey_ActionText_,2145,DictKey_ActionText_2145,Press spacebar when you have located the target.,当你找到目标时，按空格键。
DictKey_ActionText_,2147,DictKey_ActionText_2147,,
DictKey_ActionText_,2156,DictKey_ActionText_2156,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2158,DictKey_ActionText_2158,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2161,DictKey_ActionText_2161,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2168,DictKey_ActionText_2168,,
DictKey_ActionText_,2170,DictKey_ActionText_2170,Make sure you are on the frequency for Overlord and contact via the F10 menu.,确保你在Overlord的频率上，并通过F10菜单联系。
DictKey_ActionText_,2172,DictKey_ActionText_2172,,
DictKey_ActionText_,2174,DictKey_ActionText_2174,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2176,DictKey_ActionText_2176,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2178,DictKey_ActionText_2178,Switch the VHF FM radio back to Whiplash and contact via the F10 menu.,将VHF FM无线电切换回Whiplash，并通过F10菜单联系。
DictKey_ActionText_,2316,DictKey_ActionText_2316,"You now have commands for your wingman available through the F10 menu.\
\
Order them into formation with your aircraft now (make sure the radio is set correctly).","现在可以通过F10菜单对你的僚机下达指令。\
\
命令其与你编队（确保无线电设置正确）。"
DictKey_ActionText_,2344,DictKey_ActionText_2344,"Engage and destroy the EWR site on the island.\
\
If for any reason you are unable to achieve this then contact Condor 3 and abort the strike via the F10 menu.","攻击并摧毁岛上的EWR站点。\
\
如果因任何原因无法完成任务，请通过F10菜单联系Condor 3并中止打击。"
DictKey_ActionText_,2346,DictKey_ActionText_2346,,
DictKey_ActionText_,2374,DictKey_ActionText_2374,Make sure you are tuned to the radio frequency for Gunman 1-1.,确保你调整到Gunman 1-1的无线电频率。
DictKey_ActionText_,2376,DictKey_ActionText_2376,,
DictKey_ActionText_,2378,DictKey_ActionText_2378,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2382,DictKey_ActionText_2382,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2388,DictKey_ActionText_2388,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2391,DictKey_ActionText_2391,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2394,DictKey_ActionText_2394,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2395,DictKey_ActionText_2395,"Check your fuel status and decide if you have enough for your flight back to Al Dhafra\
\
Respond via the F10 menu.","检查你的燃油状态，并决定是否有足够的燃油飞回迪哈夫拉。\
\
通过F10菜单进行回复。"
DictKey_ActionText_,2396,DictKey_ActionText_2396,,
DictKey_ActionText_,2397,DictKey_ActionText_2397,"Return to Al Dhafra and land.\
\
Do not forget to obtain permission to land first through Al Dhafra tower.","返回迪哈夫拉并降落。\
\
不要忘记先通过迪哈夫拉塔台获得降落许可。"
DictKey_ActionText_,2398,DictKey_ActionText_2398,"Divert to Al Minhad AB and land.\
\
You must contact Al Minhad tower to gain permission to land first.","改航至艾尔明翰空军基地并降落。\
\
你必须先联系艾尔明翰塔台以获得降落许可。"
DictKey_ActionText_,2413,DictKey_ActionText_2413,,
DictKey_ActionText_,2414,DictKey_ActionText_2414,,
DictKey_ActionText_,2416,DictKey_ActionText_2416,,
DictKey_ActionText_,2417,DictKey_ActionText_2417,,
DictKey_ActionText_,2419,DictKey_ActionText_2419,"170 off\
\
171 on","170关闭\
\
171开启"
DictKey_ActionText_,2420,DictKey_ActionText_2420,"171 off\
\
1710 on\
\
second message","171关闭\
\
1710开启\
\
第二条消息"
DictKey_ActionText_,2422,DictKey_ActionText_2422,message 1,消息1
DictKey_ActionText_,2423,DictKey_ActionText_2423,170 on,170开启
DictKey_ActionText_,2494,DictKey_ActionText_2494,,
DictKey_ActionText_,2497,DictKey_ActionText_2497,"Procced with your attack.\
\
Once complete contact Whiplash.\
\
Remember to jettison your external fuel tank before approaching the target.","进行攻击。\
\
完成后联系Whiplash。\
\
记得在接近目标前抛弃外部油箱。"
DictKey_ActionText_,2558,DictKey_ActionText_2558,add Orlando start sweep!,添加Orlando开始清扫！
DictKey_ActionText_,2559,DictKey_ActionText_2559,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2560,DictKey_ActionText_2560,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2569,DictKey_ActionText_2569,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2570,DictKey_ActionText_2570,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2571,DictKey_ActionText_2571,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2572,DictKey_ActionText_2572,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2573,DictKey_ActionText_2573,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2574,DictKey_ActionText_2574,add seattle start swwep,添加Seattle开始清扫！
DictKey_ActionText_,2575,DictKey_ActionText_2575,Add overlord part 1,添加Overlord第一部分。
DictKey_ActionText_,2576,DictKey_ActionText_2576,add overlord part 2,添加Overlord第二部分。
DictKey_ActionText_,2581,DictKey_ActionText_2581,Make sure you are monitoring Gunman 1-1's radio frequency.,确保你正在监听Gunman 1-1的无线电频率。
DictKey_ActionText_,2583,DictKey_ActionText_2583,Make sure you are monitoring Overlord's radio frequency.,确保你正在监听Overlord的无线电频率。
DictKey_ActionText_,2593,DictKey_ActionText_2593,Make sure you are monitoring Overlord's radio frequency.,确保你正在监听Overlord的无线电频率。
DictKey_ActionText_,2594,DictKey_ActionText_2594,Make sure you are monitoring Overlord's radio frequency.,确保你正在监听Overlord的无线电频率。
DictKey_ActionText_,2595,DictKey_ActionText_2595,,
DictKey_ActionText_,2596,DictKey_ActionText_2596,Switch your VHF AM radio to Darkstar on 141.8 (channel 3).,将你的VHF AM无线电切换到Darkstar，频率141.8（频道3）。
DictKey_ActionText_,2598,DictKey_ActionText_2598,Switch your VHF AM radio to Darkstar on 141.8 (channel 3).,将你的VHF AM无线电切换到Darkstar，频率141.8（频道3）。
DictKey_ActionText_,2600,DictKey_ActionText_2600,,
DictKey_ActionText_,2638,DictKey_ActionText_2638,"Mission Completed.\
\
Exit when ready.","任务完成。\
\
准备好后退出。"
DictKey_ActionText_,2641,DictKey_ActionText_2641,Take position at the rear of the A-10 taxi formation (you will be the 8th in line).,在A-10滑行编队的后方就位（你将排在第8位）。
DictKey_ActionText_,2645,DictKey_ActionText_2645,Don't forget to contact Whiplash before entering the target area.,进入目标区域前，不要忘记联系Whiplash。
DictKey_ActionText_,2666,DictKey_ActionText_2666,jkk,jkk
DictKey_ActionText_,2667,DictKey_ActionText_2667,jkk,jkk
DictKey_ActionText_,2668,DictKey_ActionText_2668,jkk,jkk
DictKey_ActionText_,2669,DictKey_ActionText_2669,jkk,jkk
DictKey_ActionText_,2670,DictKey_ActionText_2670,jkk,jkk
