Field Type,ID,Field Name,Original Text,Translated Text
DictKey_ActionText_,1675,DictKey_ActionText_1675,,
DictKey_ActionText_,1688,DictKey_ActionText_1688,"Aquire the target through your TGP.\
\
You are looking for a single storey garage with a car parked next to it.\
\
Press spacebar when ready.","通过你的瞄准吊舱（TGP）获取目标。\
\
你要寻找的是一个旁边停着一辆车的单层车库。\
\
准备好后按空格键。"
DictKey_ActionText_,1690,DictKey_ActionText_1690,Contact Gunman 1-1 via the F10 menu once the attack is complete.,攻击完成后，通过F10菜单联系Gunman 1-1。
DictKey_ActionText_,1692,DictKey_ActionText_1692,Contact Gunman 2-1 via the F10 menu once the attack is complete.,攻击完成后，通过F10菜单联系Gunman 2-1。
DictKey_ActionText_,1703,DictKey_ActionText_1703,"Expend your remaining weapons if you wish.\
\
When ready to RTB, contact Gunman 1-1 via the F10 menu.","如果愿意，可以使用剩余武器。\
\
准备返航（RTB）时，通过F10菜单联系Gunman 1-1。"
DictKey_ActionText_,1705,DictKey_ActionText_1705,,
DictKey_ActionText_,1716,DictKey_ActionText_1716,"Contact ATC via the F10 menu when within 10 miles of landing.\
\
Once permission is given land on the designated runway.\
\
Make sure you are tuned to 131.5 (chan 1) on your VHF AM radio.","在距离着陆点10海里内通过F10菜单联系空中交通管制（ATC）。\
\
获得许可后，在指定跑道着陆。\
\
确保你的VHF AM无线电调至131.5（频道1）。"
DictKey_ActionText_,1718,DictKey_ActionText_1718,"Mission Completed!\
\
Well done, you may exit when ready.","任务完成！\
\
干得好，准备好后可以退出。"
DictKey_ActionText_,1719,DictKey_ActionText_1719,"\
You have committed an unauthorised release of ordinance.  This reckless act  can endanger the lives of those on the ground, the mission is failed.  Please exit and try again.\",你进行了未经授权的武器释放。这种鲁莽行为可能危及地面人员的生命，任务失败。请退出并重试。
DictKey_ActionText_,1877,DictKey_ActionText_1877,"Head for WP 3.\
\
Hold at 200 knots until Gunman 1-1 has formed on your wing then maintain 230 knots as instructed in the flight plan.","前往航路点3（WP 3）。\
\
保持200节速度，直到Gunman 1-1在你翼侧编队，然后按照飞行计划指示保持230节速度。"
DictKey_ActionText_,1897,DictKey_ActionText_1897,"Welcome to Mission 1.\
\
Please note that all radio commands should be made via the F10 menu, including control of your wingman once airborne, ATC and AWACS.\
\
Failure to follow ATC proceedures will result in mission failure.\
\
Please make sure radios are tuned correctly throughout the mission.\
\
Failure to follow instructions and assignments will prevent you completing the mission.","欢迎来到任务1。\
\
请注意，所有无线电指令应通过F10菜单进行，包括对僚机、空中交通管制（ATC）和预警机（AWACS）的通信和指令。\
\
未遵循ATC程序将导致任务失败。\
\
请确保在整个任务中正确设置无线电。\
\
未能遵循指令和任务分配将导致无法完成任务。"
DictKey_ActionText_,1900,DictKey_ActionText_1900,"Proceed to the coordinates you have been given.\
\
The waypoint should be around 60-70 nm to the southwest.","前往给定的坐标。\
\
航路点应在西南方向约60-70海里处。"
DictKey_ActionText_,1911,DictKey_ActionText_1911,"You have a new conversation option to explore if you wish.\
\
Access through the F10 menu.\
\
Make sure you are tuned to hear Gunman 1-1.","如果愿意，你有一个新的对话选项可以探索。\
\
通过F10菜单访问。\
\
确保你已正确设置频率，以接收Gunman 1-1的通信。"
DictKey_ActionText_,1985,DictKey_ActionText_1985,,
DictKey_ActionText_,1988,DictKey_ActionText_1988,,
DictKey_ActionText_,1996,DictKey_ActionText_1996,"You have a new conversation option to explore if you wish.\
\
Access through the F10 menu.\
\
Make sure you are tuned to hear Gunman 1-1.","如果愿意，你有一个新的对话选项可以探索。\
\
通过F10菜单访问。\
\
确保你已正确设置频率，以接收Gunman 1-1的通信。"
DictKey_ActionText_,1998,DictKey_ActionText_1998,,
DictKey_ActionText_,2073,DictKey_ActionText_2073,,
DictKey_ActionText_,2074,DictKey_ActionText_2074,,
DictKey_ActionText_,2075,DictKey_ActionText_2075,,
DictKey_ActionText_,2076,DictKey_ActionText_2076,,
DictKey_ActionText_,2080,DictKey_ActionText_2080,"Power up the APU and the radios and then contact the tower to request startup via the F10 menu.\
\
You will need to be tuned to the correct frequency/preset on your radio.\","启动辅助动力装置（APU）和无线电，然后通过F10菜单联系塔台请求启动。\
\
你需要将无线电调至正确的频率/预设。"
DictKey_ActionText_,2082,DictKey_ActionText_2082,"Do not forget to contact the tower and request permission to taxi.\
\
You must follow the allocated taxi route and use the designated runway.","不要忘记联系塔台并请求滑行许可。\
\
你必须遵循指定的滑行路线并使用指定的跑道。"
DictKey_ActionText_,2085,DictKey_ActionText_2085,,
DictKey_ActionText_,2086,DictKey_ActionText_2086,,
DictKey_ActionText_,2282,DictKey_ActionText_2282,"Locate the BRDM targets, they are in two square shaped container target boxes on the range.  Your target is the box to the north.\
\
Press space when you have tally.","找到作为目标的战斗侦察巡逻车（BRDM），它们位于靶场上的两个方形集装箱目标箱内。你的目标是北边的那一辆。\
\
确认目标后按空格键。"
DictKey_ActionText_,2284,DictKey_ActionText_2284,,
DictKey_ActionText_,2292,DictKey_ActionText_2292,,
DictKey_ActionText_,2293,DictKey_ActionText_2293,"Hold north of the target, be prepared to follow Gunman 1-1 onto the target along the attack axis of 148.  You must kill your target within 30 seconds of Gunman 1-1 to be successful.",在目标北侧待命，准备沿148攻击轴线跟随Gunman 1-1进入目标。你必须在Gunman 1-1攻击后30秒内摧毁目标才能成功。
DictKey_ActionText_,2295,DictKey_ActionText_2295,,
DictKey_ActionText_,2318,DictKey_ActionText_2318,,
DictKey_descriptionBlueTask_,3,DictKey_descriptionBlueTask_3,"Conduct a familiarisation flight of the local geography with your flight lead before carrying out an evaluation of your navigation and weapon employment proficiency.\
\
PLEASE MAKE SURE YOU REVIEW THE FULL PDF BRIEFING DOCUMENTS.  YOU WILL FIND THESE AT: \
\
YOUR DCS INSTALL -> MODS - CAMPAIGNS - PERSIAN FREEDOM - DOC \
\
NOTE TO PLAYER:\
\
NOTE TO PLAYER:\
\
THE ARC 210 RADIO WAS INTRODUCED TO THE A-10C II FOLLOWING THE RELEASE OF THE CAMPAIGN, THIS MEANS THE CAPABILITY OF THE RADIO IS NOT FULLY UTILISED.  PLEASE OBSERVE THE FOLLOWING INSTRUCTIONS DURING THE CAMPAIGN:\
\
- ALL COMMS LISTED AS VHF AM SHOULD BE DONE THROUGH THE ARC 210 RADIO.\
\
- ALL COMMS LISTED AS UHF SHOULD BE DONE THROUGH THE ORIGINAL UHF RADIO.\
\
- DO NOT USE UHF FREQUENCIES ON THE ARC 210 RADIO, THE MISSION WILL NOT DETECT THESE FREQUENCIES.\","与领队进行熟悉当地地理的飞行，随后他会评估你的导航和武器使用熟练度。\
\
请确保查看完整的PDF简报文件。你可以在以下路径找到这些文件：\
\
你的DCS安装目录 -> MODS - CAMPAIGNS - PERSIAN FREEDOM - DOC \
\
玩家须知：\
\
A-10C II在战役发布后才引入ARC 210电台，因此在战役中，它的功能未被完全利用。在战役期间请遵循以下指示：\
\
- 所有标记为VHF AM的通信应通过ARC 210无线电进行。\
\
- 所有标记为UHF的通信应通过原始UHF无线电进行。\
\
- 不要在ARC 210无线电上使用UHF频率，任务将无法检测到这些频率。"
DictKey_descriptionNeutralsTask_,4,DictKey_descriptionNeutralsTask_4,,
DictKey_descriptionRedTask_,2,DictKey_descriptionRedTask_2,,
DictKey_descriptionText_,1,DictKey_descriptionText_1,"As part of the build up of coalition forces for Operation Persian Freedom, RAF exchange officer Flight Lieutenant David Hill reports to his newly assigned squadron - the 74th Fighter Squadron “Flying Tigers”, currently staging out of Al Dhafra AB in the UAE.\",作为“波斯自由行动”联合部队集结的一部分，英国皇家空军交流官大卫·希尔中尉向他的新分配的中队——第74战斗机中队“飞行之虎”报到，该中队目前驻扎在阿联酋的迪哈夫拉空军基地。
DictKey_sortie_,5,DictKey_sortie_5,"Mission 1 - \""New in Country\""",任务1 - “初来乍到”
DictKey_subtitle_,768,DictKey_subtitle_768,Wing attack armoured targets.,僚机攻击装甲目标。
DictKey_subtitle_,789,DictKey_subtitle_789,Copy.,明白。
DictKey_subtitle_,817,DictKey_subtitle_817,PLAYER:  Wing close formation.,玩家：僚机靠近编队。
DictKey_subtitle_,819,DictKey_subtitle_819,PLAYER:  Wing open formation.,玩家：僚机展开编队。
DictKey_subtitle_,821,DictKey_subtitle_821,PLAYER:  Wing trail formation,玩家：僚机跟随编队。
DictKey_subtitle_,828,DictKey_subtitle_828,"WINGMAN:  Copy, going close.",僚机：明白，靠近中。
DictKey_subtitle_,830,DictKey_subtitle_830,"WINGMAN:  Copy, open formation.",僚机：明白，展开编队。
DictKey_subtitle_,832,DictKey_subtitle_832,WINGMAN:  Copy trail.,僚机：明白，跟随编队。
DictKey_subtitle_,834,DictKey_subtitle_834,Wing return to base.,僚机返航。
DictKey_subtitle_,836,DictKey_subtitle_836,"Wing, wait at holding point.",僚机，在等待点待命。
DictKey_subtitle_,838,DictKey_subtitle_838,"WINGMAN:  Copy, I am RTB.",僚机：明白，我正在返航。
DictKey_subtitle_,840,DictKey_subtitle_840,"WINGMAN:  Copy, holding position.",僚机：明白，保持位置。
DictKey_subtitle_,845,DictKey_subtitle_845,"PLAYER:  Wing, wait at hold position.",玩家：僚机，在等待位置待命。
DictKey_subtitle_,847,DictKey_subtitle_847,"PLAYER:  Wing, return to base.",玩家：僚机，返航。
DictKey_subtitle_,850,DictKey_subtitle_850,"PLAYER:  Wing, attack ground units.",玩家：僚机，攻击地面单位。
DictKey_subtitle_,852,DictKey_subtitle_852,"PLAYER:  Wing, attack armoured units.",玩家：僚机，攻击装甲单位。
DictKey_subtitle_,854,DictKey_subtitle_854,"PLAYER:  Wing, attack air defences.",玩家：僚机，攻击防空单位。
DictKey_subtitle_,858,DictKey_subtitle_858,"WINGMAN:  Copy, moving to attack.",僚机：明白，正在前往攻击。
DictKey_subtitle_,891,DictKey_subtitle_891,"WINGMAN:  SAM launch, probable Gauntlet!",僚机：地对空导弹发射，可能是“臂铠”！
DictKey_subtitle_,893,DictKey_subtitle_893,"WINGMAN:  Second SAM, Gauntlet again!",僚机：第二枚地对空导弹，又是“臂铠”！
DictKey_subtitle_,899,DictKey_subtitle_899,WINGMAN:  Another SAM! Watch that Gauntlet!,僚机：又一枚地对空导弹！注意“臂铠”！
DictKey_subtitle_,904,DictKey_subtitle_904,WINGMAN:  SAM launch....think it was SA-18.,僚机：地对空导弹发射……可能是SA-18。
DictKey_subtitle_,914,DictKey_subtitle_914,WINGMAN:  Second SAM! We got a second SAM!,僚机：第二枚地对空导弹！我们遭遇第二枚导弹！
DictKey_subtitle_,916,DictKey_subtitle_916,"WINGMAN:  SAM launch! Watch out, watch out thats 3.",僚机：地对空导弹发射！小心，小心，那是第三枚。
DictKey_subtitle_,960,DictKey_subtitle_960,"PLAYER:  Tower, Gunman 2-1 requesting startup.\
\",玩家：塔台，Gunman 2-1请求启动。
DictKey_subtitle_,962,DictKey_subtitle_962,"AL DHAFRA TOWER:  Gunman 2-1, you are cleared to start engines.\",迪哈夫拉塔台：Gunman 2-1，允许启动发动机。
DictKey_subtitle_,964,DictKey_subtitle_964,"PLAYER:  Tower, Gunman 2-1 ready to taxi.\",玩家：塔台，Gunman 2-1准备滑行。
DictKey_subtitle_,966,DictKey_subtitle_966,"AL DHAFRA TOWER:  Gunman 2-1, permission to taxi, right turn onto taxiway alpha then left turn onto echo, hold short runway 13 left.\
\",迪哈夫拉塔台：Gunman 2-1，允许滑行，右转进入滑行道A，然后左转进入E，短暂停留，等待13左跑道许可。
DictKey_subtitle_,968,DictKey_subtitle_968,"PLAYER:  Copy tower, right onto alpha, left echo, hold 13L.\
\",玩家：明白塔台，右转A，左转E，13左外等待。
DictKey_subtitle_,970,DictKey_subtitle_970,"PLAYER:  Tower, Gunman 2-1 requesting takeoff.\
\
\",玩家：塔台，Gunman 2-1请求起飞。
DictKey_subtitle_,972,DictKey_subtitle_972,"AL DHAFRA TOWER:  Gunman 2-1, you are cleared for immediate takeoff, Al Dhafra tower out.\",迪哈夫拉塔台：Gunman 2-1，允许立即起飞。迪哈夫拉塔台完毕。
DictKey_subtitle_,987,DictKey_subtitle_987,"AL DHAFRA TOWER:  Gunman 2-1, you are in violation of ATC procedures, you are ordered to land immediately.",迪哈夫拉塔台：Gunman 2-1，你违反了空中交通管制程序，命令你立即降落。
DictKey_subtitle_,1151,DictKey_subtitle_1151,"DAVY:  Tower, Gunman 1-1 requesting takeoff.\
\",Davy：塔台，Gunman 1-1请求起飞。
DictKey_subtitle_,1154,DictKey_subtitle_1154,Al DHAFRA TOWER:  Gunman 1-1 you are cleared for takeoff runway 31 left.\,迪哈夫拉塔台：Gunman 1-1，允许从31左跑道起飞。
DictKey_subtitle_,1157,DictKey_subtitle_1157,Al DHAFRA TOWER:  Gunman 1-1 you are cleared for takeoff runway 13 left.\,迪哈夫拉塔台：Gunman 1-1，允许从13左跑道起飞。
DictKey_subtitle_,1159,DictKey_subtitle_1159,"AL DHAFRA TOWER:  Gunman 2-1, hold at apron, we will advise when clear to proceed.\
\",迪哈夫拉塔台：Gunman 2-1，在停机坪等待，我们会通知何时可以继续。
DictKey_subtitle_,1161,DictKey_subtitle_1161,"PLAYER:  Copy tower, holding short.\",玩家：明白塔台，短暂停留。
DictKey_subtitle_,1219,DictKey_subtitle_1219,,
DictKey_subtitle_,1221,DictKey_subtitle_1221,,
DictKey_subtitle_,1223,DictKey_subtitle_1223,,
DictKey_subtitle_,1236,DictKey_subtitle_1236,"DAVY:  Gunman 1-1 to Gunman 2-1, I’m holding at WP2, angels 10.  Hit me on the radio when you’re within 2 miles and we’ll form up and commence the flight.  Davy out.",Davy：Gunman 1-1呼叫Gunman 2-1，我在航路点2等待，高度10000英尺（Angels 10）。当你在2海里范围内时用无线电联系我，我们将编队并开始飞行。Davy完毕。
DictKey_subtitle_,1238,DictKey_subtitle_1238,"PLAYER:  Yes sir, RV at WP2.\",玩家：好的，长官，在航路点2会合。
